x,y,sensor10_0,sensor11_0,sensor12_0,sensor20_0,sensor21_0,sensor22_0,sensor30_0,sensor31_0,sensor32_0,sensor40_0,sensor41_0,sensor42_0
8,16,-73.29302256,-80.34886747,-79.3027914,-68.65738034,-69.66844498,-61.68293396,-75.0766187,-72.93750518,-73.89064434,-76.62042903,-72.65016844,-75.61926242
8,16.5,-73.96447433,-81.52514151,-78.54692349,-70.65065895,-69.00237562,-62.20367378,-75.83655134,-74.31910142,-75.30901541,-77.16102007,-72.9928415,-76.79436099
0,12,-75.24627202,-74.75595219,-67.23197772,-73.89916243,-70.00887917,-65.63600964,-84.01982417,-79.37692795,-79.86167378,-79.2502612,-74.98171265,-83.36217577
0,12.5,-74.6073092,-73.11730144,-67.38703406,-74.60166587,-67.6722667,-65.30451184,-84.91967797,-77.41393075,-80.58524108,-77.88717655,-77.63541846,-84.19891284
8.5,15,-72.68656219,-79.27193727,-80.50101607,-66.56924524,-70.3274061,-63.14241552,-74.39527249,-68.56819865,-72.88573046,-77.31276817,-73.57056997,-76.64614961
8.5,15.5,-72.68656219,-79.27193727,-80.50101607,-66.56924524,-70.3274061,-63.14241552,-74.39527249,-68.5698548,-72.88573046,-77.31276817,-73.57056997,-76.64583306
4.5,17,-73.82169438,-78.46324233,-76.49719724,-77.89514211,-72.92711556,-62.04341547,-77.1250405,-78.44416454,-76.6158534,-80.41099528,-73.21044046,-78.66441198
4.5,17.5,-73.80895922,-78.46324233,-76.49719724,-77.89514211,-72.92711556,-62.04341547,-77.1250405,-78.44416454,-76.6158534,-80.41099528,-73.21139679,-78.66441198
1.5,11,-71.98600892,-76.51886947,-66.69413946,-75.75713658,-70.40057423,-70.34458181,-83.8422637,-76.33886581,-79.36800775,-79.90051036,-69.46897579,-79.90714225
1.5,11.5,-70.23582379,-73.54570818,-67.70966913,-76.77593784,-65.15782989,-70.65978567,-85.11349558,-71.94937302,-80.55977945,-77.21893916,-74.49468137,-81.15610447
18,1,-81.49737937,-83.44758122,-75.301526,-81.9012502,-77.56953354,-76.25826741,-77.75482453,-78.05447946,-79.07894293,-76.34619747,-70.71911808,-71.68301114
18,1.5,-83.41534812,-83.45223552,-74.30541381,-82.21089961,-79.93867023,-78.59851519,-76.75482453,-79.30968308,-78.58179526,-74.009437,-69.6279638,-70.99378913
19,2,-83.87283799,-83.09231046,-73.10323771,-81.4231409,-82.71209439,-81.10272704,-78.42943797,-80.90471352,-79.74345858,-71.77225938,-69.18507093,-73.02922731
19,2.5,-83.81297641,-83.09231046,-73.10323771,-81.42081329,-82.71209439,-81.10272704,-78.47834731,-80.89204383,-79.94928878,-71.77225938,-69.18507093,-73.05061815
20.5,2,-80.24578684,-81.90027748,-73.19917012,-80.27138012,-81.50357128,-80.24708079,-83.19278121,-80.96087934,-83.28606357,-73.26671899,-72.65481811,-78.43128588
20.5,2.5,-80.22333774,-81.24792319,-73.19171497,-79.96073657,-81.40309473,-79.81116643,-82.83866756,-80.29320229,-82.6500114,-73.42545791,-72.65481811,-77.13617419
14,8,-71.29405417,-75.15190348,-75.26169103,-75.6724001,-74.74784639,-77.47669073,-72.39324058,-74.48006728,-67.79662592,-68.16174632,-63.81877179,-76.2732242
14,8.5,-70.90517796,-74.94149489,-75.37157325,-73.78627179,-78.04885873,-78.90887578,-71.71481057,-75.65846178,-69.10653639,-68.64542666,-60.84322029,-77.24950632
16.5,4,-78.05674706,-77.20685548,-77.5663226,-80.66859629,-80.50072605,-77.01840953,-78.24029973,-78.69714944,-75.4997261,-73.35977214,-69.91708221,-67.69939481
16.5,4.5,-77.85706265,-76.88182331,-78.06670666,-80.57450683,-80.51256428,-77.01758547,-78.11452608,-78.48735304,-75.23740177,-73.36922553,-70.06470082,-67.81995249
15,9,-72.98667651,-77.69393982,-78.23748578,-74.50138992,-82.52776508,-81.53552997,-71.79003765,-76.64743809,-69.49196708,-68.75964684,-58.19986695,-78.0368464
15,9.5,-73.77745064,-77.77964303,-79.16415659,-75.41917204,-82.85033949,-82.71600952,-71.66406024,-76.65659212,-69.89063751,-69.75903562,-57.53358581,-79.15069066
7,5,-64.3478268,-66.50729899,-71.83110445,-72.95679243,-81.05997508,-75.69987752,-82.30720389,-76.81356279,-75.96376215,-75.48530718,-68.1419096,-73.42315878
7,5.5,-62.44942911,-68.5850444,-70.52396168,-72.59864971,-78.48582449,-74.63270074,-80.41572957,-72.82606777,-77.18885164,-72.86627752,-68.40931903,-72.59325108
18,14,-80.37774365,-78.56626816,-76.53237123,-76.80421644,-80.42429848,-79.78952643,-71.96101182,-73.20015602,-74.83890384,-75.99534321,-76.3872201,-77.33745639
18,14.5,-80.21695317,-78.96678065,-75.94025412,-77.18779632,-79.15820646,-79.94333843,-72.04353324,-74.64736547,-75.76525478,-75.6163894,-76.30180231,-78.07404062
0,2,-69.99906076,-76.81538418,-69.26277735,-77.06612266,-75.03940164,-79.09022114,-90.50494071,-77.27447306,-79.68976378,-81.64666267,-70.1288077,-85.50306151
0,2.5,-70.1939554,-75.30181718,-68.5195461,-75.05977534,-76.05424827,-78.95803739,-89.9262188,-77.56404066,-79.57606286,-81.92950882,-71.12833322,-84.25337272
8.5,5,-69.22222188,-66.69378489,-73.332525,-75.649545,-81.98256119,-76.28753825,-80.29799798,-76.70220352,-74.95306137,-74.51877329,-66.31514115,-71.1301864
8.5,5.5,-65.42032826,-71.03483328,-69.70655662,-69.91071953,-79.59719652,-72.8764141,-80.75796509,-72.60811141,-75.19926426,-69.37342907,-67.08638239,-70.65450891
0.5,1,-70.62152138,-78.91254756,-73.15439757,-79.59982476,-76.55264546,-79.13319839,-91.93779717,-79.22355118,-77.39480463,-81.9259092,-69.42414249,-83.66451697
0.5,1.5,-70.31824103,-78.36726163,-71.45822422,-78.58601989,-75.91850577,-79.07911778,-91.46358913,-78.27391743,-78.25050034,-81.81897034,-69.74723031,-84.47255541
19.5,14,-81.46182045,-80.39134636,-77.08919202,-78.47984914,-78.78222903,-80.37133658,-73.85732705,-74.21454222,-73.06283036,-78.25342452,-73.83563461,-79.54120814
19.5,14.5,-78.09701056,-78.99013339,-79.04028866,-76.38880625,-80.95877052,-82.65169824,-72.88220532,-71.84149809,-74.68188014,-81.45277953,-78.17674019,-78.65676247
11.5,10,-69.66693417,-75.41502946,-71.82786375,-72.35737795,-72.68158888,-70.80773346,-71.42947067,-72.94602985,-69.30418715,-71.81756939,-65.59740652,-71.45165098
11.5,10.5,-71.2087072,-76.0513043,-74.16194001,-73.90555149,-73.896869,-73.96896652,-71.14858182,-73.34515109,-70.65065227,-73.44265831,-64.16217,-73.47553706
10,15,-74.35179112,-78.75828608,-79.8469463,-67.29383617,-72.02784603,-67.93027613,-73.43079797,-65.02462721,-73.6852661,-80.91298448,-73.54383562,-79.9825941
10,15.5,-75.35592578,-79.54829161,-81.40136144,-68.35826142,-72.70076716,-68.73582121,-74.03668397,-66.69498241,-73.83659689,-80.57451577,-75.55973305,-82.47098893
12.5,11,-71.70917031,-74.58927797,-76.16194001,-75.4380298,-75.31855464,-79.0680246,-71.13289597,-74.65572976,-71.28417703,-72.44756362,-62.14424009,-77.74181532
12.5,11.5,-71.84250566,-76.59483212,-76.46644504,-76.10063353,-75.40481012,-78.11424363,-67.54193021,-70.9596773,-70.62478771,-73.34219887,-61.83819862,-80.25760232
4.5,7,-63.13859166,-68.1663588,-65.0063711,-62.62168936,-74.70755272,-75.55062602,-86.67828441,-78.37944792,-75.4640592,-73.68269572,-76.06096233,-77.08635354
4.5,7.5,-64.17821191,-67.40870124,-66.23454993,-62.94779087,-75.68709395,-76.5123915,-85.83435648,-79.23584014,-77.39422202,-75.23645147,-71.31137326,-75.75156574
3,12,-70.73600193,-78.32761257,-72.00537103,-78.50502333,-64.1971503,-69.47137593,-81.57639644,-72.94707955,-77.25552942,-81.0737598,-75.37488669,-80.28817468
3,12.5,-71.07325943,-78.8726251,-73.00501972,-78.73214767,-63.85786487,-68.56547691,-81.07013792,-73.27561125,-76.89453116,-81.74609409,-76.90216056,-80.60560083
1.5,1,-72.76691164,-70.64876207,-71.71955805,-78.11540955,-74.55045079,-75.80561683,-91.70652708,-78.36668086,-80.0091517,-80.87321987,-72.01395231,-81.05951204
1.5,1.5,-70.64847459,-73.22528304,-72.06905219,-78.1276658,-74.79723822,-78.45292538,-93.09569384,-79.64533419,-77.47573856,-79.76266396,-71.6045511,-76.88119764
7.5,17,-74.63360592,-82.52570953,-78.14606273,-72.14361319,-68.9666967,-62.34069161,-76.24363242,-76.07511089,-76.87215715,-77.49464478,-73.13667488,-78.05211661
7.5,17.5,-75.51305104,-84.32803181,-76.86072148,-75.34738368,-68.29071468,-63.00886918,-77.28715148,-78.21723511,-79.08737685,-78.53700466,-73.54376134,-80.08435495
8.5,18,-74.21943915,-86.03007059,-77.51528045,-75.17398624,-68.61358109,-62.26140353,-77.36092471,-77.51575711,-78.98364292,-77.56570569,-74.46660486,-78.55857344
0.5,14,-75.7802461,-71.89125445,-71.08430444,-74.40059868,-64.58614941,-67.30107836,-84.23697917,-76.25323677,-81.43748057,-78.00245093,-80.83044511,-80.96969322
0.5,14.5,-76.20599568,-72.7007321,-72.38926437,-74.32162182,-64.29579038,-68.64795795,-83.52115409,-77.03151028,-81.16443481,-79.37609913,-80.33286781,-78.88218413
7,8.5,-66.0662893,-68.3973832,-70.33282773,-67.48464515,-73.51739355,-67.4905665,-86.26558681,-70.36986538,-74.09627784,-80.37056955,-72.26689973,-73.70560025
18,4,-81.03886425,-78.56054508,-74.66567563,-81.70104155,-79.86422203,-76.96950968,-79.66085119,-80.33229377,-78.19739212,-72.1089798,-65.61038251,-65.96803983
18,4.5,-79.84169371,-77.90619857,-75.51271534,-81.29257053,-78.97726839,-76.43520256,-80.29775646,-79.76577857,-77.50013725,-72.1424358,-63.61038251,-65.38621444
18.5,3,-83.63709521,-80.94776182,-73.94747553,-82.04101559,-81.68375172,-79.32993605,-77.712683,-80.73833488,-78.20426093,-71.48272198,-66.55819145,-67.95189229
18.5,3.5,-82.72759657,-80.18333209,-74.47841661,-82.21931536,-80.82736298,-78.58696097,-78.28723615,-80.28363951,-78.19739212,-71.66729432,-66.15312874,-67.0311995
21,15,-75.9641879,-80.41118884,-81.69055457,-78.75895053,-80.2879809,-87.24947351,-74.34495334,-71.96448558,-75.86680849,-83.31061442,-81.83690087,-79.43220195
21,15.5,-76.35006898,-79.87043498,-80.03475043,-74.80907247,-77.66161136,-82.97963572,-73.00038163,-72.34704025,-76.20654733,-83.27222034,-77.2364529,-81.40576994
19.5,4.5,-81.87995596,-77.21698181,-75.47263686,-82.65913174,-80.07733497,-78.11216991,-81.04589975,-78.32816898,-79.12864422,-73.11234245,-69.96808022,-68.4688648
19.5,4,-81.87995596,-77.21698181,-75.47263686,-82.72485853,-80.07387343,-78.11216991,-81.04589975,-78.32816898,-79.12864422,-73.11234245,-69.57335986,-68.4688648
11.5,0,-77.38038766,-73.89649058,-73.12319376,-80.81823512,-82.32216327,-76.91545741,-81.18635321,-79.29494101,-76.69368635,-64.97439865,-66.84080447,-64.40162963
11.5,0.5,-77.38038766,-73.8539961,-73.12319376,-80.81823512,-82.32216327,-76.91545741,-81.18635321,-79.29494101,-76.69368635,-64.97439865,-66.84080447,-64.40162963
10,5,-75.31022489,-72.39467363,-72.999641,-71.86688758,-77.41085323,-75.63488597,-82.67454723,-78.50846484,-72.29295347,-67.99607078,-66.19354117,-71.04231451
10,5.5,-75.98416634,-72.05608542,-73.13137979,-71.55442364,-77.55449562,-75.95571629,-82.67454723,-78.2115414,-72.34051144,-68.34164377,-66.42280181,-70.52851739
2,1,-73.72746464,-69.37485299,-72.61121439,-78.47203046,-74.65025647,-74.86210231,-91.7990188,-78.6752854,-79.88734533,-80.58554998,-72.40917046,-79.87536399
2,1.5,-70.7051798,-71.83011646,-71.11726399,-77.25569168,-74.07459211,-78.14364334,-92.89416627,-79.60016818,-77.9078231,-79.14128419,-72.2870809,-75.48055388
3,2,-71.52796453,-67.71349561,-70.07768339,-75.91295608,-73.12673174,-76.61339466,-92.64744092,-79.22153332,-79.36314668,-78.73955118,-73.49093351,-73.8647362
3,2.5,-69.78846638,-67.34476763,-67.72952497,-75.19970853,-72.71252854,-78.00476194,-90.67880339,-79.61790719,-79.19447608,-77.46730361,-73.08435137,-73.47936159
14,11,-72.94827798,-76.62557583,-77.44870741,-75.98934796,-76.61043352,-78.63801714,-70.42495359,-74.06135907,-67.76582612,-70.98866434,-63.16829085,-76.24860327
14,11.5,-72.40159387,-73.52578944,-78.20718232,-75.77631908,-77.66889335,-80.73823701,-68.48171331,-74.64981504,-68.0673305,-71.15443218,-63.16175737,-78.61150289
3.5,1,-76.53979326,-63.41648721,-73.90051335,-77.22675889,-75.79806212,-75.51155584,-90.08745819,-79.15675262,-81.26785573,-78.32600174,-70.31399345,-74.78466493
3.5,1.5,-73.44827586,-66.90476269,-70.13145388,-76.04190954,-74.55833594,-79.57095834,-90.63821174,-78.87746878,-79.54277596,-77.36976239,-71.9777384,-77.67488796
14.5,10,-72.21858666,-76.65192422,-75.84962516,-74.82591405,-75.56457626,-74.84639237,-70.42524823,-73.16149902,-65.21293081,-69.11315271,-64.93025092,-73.67258912
14.5,10.5,-73.84703929,-77.56688581,-77.79568549,-75.96490444,-76.96209577,-77.31302165,-70.21887954,-73.62971905,-66.73388763,-70.17516696,-63.60068855,-75.2328687
9,18,-77.26828802,-86.32968653,-77.91270756,-72.71568337,-65.98251648,-65.06435701,-76.86290168,-76.93564375,-79.33310096,-77.6652391,-72.72265571,-79.92131307
15.5,11.5,-74.8794464,-78.56247935,-79.37183021,-75.93036016,-78.63283268,-75.39186808,-67.8714775,-72.89400135,-62.99233749,-69.745388,-65.92812758,-73.34136102
15.5,11,-75.25705223,-79.96958904,-79.03693495,-75.93036016,-78.233727,-74.54663558,-68.76992908,-72.31000555,-63.04865749,-69.745388,-65.93602515,-72.20383204
7.5,7,-62.29676126,-69.76654124,-67.98878871,-68.90748899,-79.79273944,-70.25563409,-81.57590764,-68.93172387,-75.80025213,-72.77186273,-68.75403745,-70.94652115
7.5,7.5,-63.32470953,-69.4315596,-69.00544628,-69.32046509,-78.39689143,-69.25563409,-83.56564539,-69.60185327,-74.90585286,-74.7315897,-69.83733933,-71.44953978
6,12,-66.21289944,-73.04489028,-74.47367485,-64.23674192,-67.76496961,-69.79856096,-82.75491224,-74.5992886,-80.18986854,-81.10372722,-75.18762656,-79.67807906
6,12.5,-69.86033158,-76.2401637,-71.25165699,-68.61465483,-70.03729892,-64.69329682,-78.15922617,-75.06324018,-76.22772034,-80.86476898,-76.09371981,-74.31440956
18.5,16,-81.37282355,-81.2724257,-73.9612976,-78.68873961,-75.81035422,-79.10863588,-73.47730391,-76.13305196,-75.96689435,-74.94171473,-74.65893586,-78.17588392
18.5,16.5,-82.17173473,-81.65911161,-72.96285408,-78.89566683,-75.32828633,-78.46141153,-74.65978659,-75.63517051,-74.71908925,-74.3430714,-73.65921279,-78.09412396
0.5,4,-70.7486864,-70.5797598,-70.55846315,-71.26428594,-81.9961435,-78.15886926,-89.58681326,-80.50464451,-76.93430719,-82.49894315,-74.57475025,-77.24284683
0.5,4.5,-71.00801739,-68.64050494,-69.9015544,-70.8015363,-82.32505843,-78.32622542,-88.95568325,-81.47661989,-76.57879538,-81.54106977,-74.9037037,-75.23017975
10,18,-73.02229945,-80.45469634,-80.74671555,-66.63210798,-70.69313761,-67.35704146,-75.07893943,-64.17286652,-74.42696587,-80.59755404,-75.95793975,-82.60643045
2,14,-74.21081302,-78.66722191,-76.1730116,-77.5307805,-63.50783364,-67.25491678,-79.74868945,-76.01340519,-76.92183955,-83.64342781,-80.0421362,-79.56241256
2,14.5,-73.66402556,-71.8873498,-75.73290376,-80.12204435,-71.5994662,-62.43636004,-85.90512028,-74.80448061,-77.24108862,-81.54965848,-76.03968755,-81.78621405
10.5,17,-81.04244039,-78.00140812,-83.10742542,-72.89826948,-78.03512677,-72.19789227,-70.04865363,-73.47640363,-72.33282697,-80.95298992,-74.49456614,-81.93407026
10.5,17.5,-82.76705348,-77.66701441,-83.59804464,-74.606044,-80.08405516,-73.46393051,-69.00382147,-75.40842391,-71.75958332,-81.01910197,-74.16108603,-81.57257569
2.5,13,-72.11555045,-80.62127427,-75.5840764,-79.04380887,-62.85115646,-66.27272146,-79.68993135,-74.42647459,-75.61386951,-83.82551109,-79.70133406,-81.55260416
2.5,13.5,-72.77522453,-79.62127427,-76.79886761,-79.37401689,-64.4977421,-64.58029446,-80.30566102,-75.08289454,-75.06416475,-84.24105791,-78.95725082,-81.63524277
3.5,14,-74.43634831,-78.73717887,-76.68169255,-75.9878032,-64.86385433,-65.157499,-77.65965645,-75.97416771,-75.39917066,-82.7971277,-76.64158725,-82.42416511
3.5,14.5,-72.20268655,-74.31427679,-76.23205912,-79.85533691,-73.27034048,-62.47156996,-82.59601694,-75.63107714,-75.84294364,-84.20287721,-75.16125993,-77.35973229
21,5,-84.53240509,-78.41898048,-76.97274194,-80.77018129,-80.6731007,-80.27022265,-81.30441091,-79.00983178,-80.0484448,-75.03012279,-71.96904629,-72.39532007
21,5.5,-84.85169489,-78.47945061,-77.62676248,-79.76887864,-80.62348531,-80.28396861,-81.30441091,-80.00447797,-80.0484448,-75.38913976,-71.50947332,-72.39741276
13,6,-76.01680444,-79.44875326,-76.97235767,-79.65932589,-74.84820484,-80.20165513,-75.87667128,-76.88402626,-73.19124223,-64.30156228,-70.62130345,-75.70417093
13,6.5,-77.1525909,-81.0928119,-78.63070943,-80.06596079,-74.9198091,-80.63618998,-73.8643922,-76.36700995,-73.19124223,-66.48329049,-72.58501521,-76.99969474
16,11,-74.75109217,-80.2933043,-78.85487537,-76.77543157,-78.24607546,-75.15261676,-70.74683642,-72.66202566,-64.71647541,-70.56578434,-65.95482456,-72.20423971
16,11.5,-74.56633937,-77.89069309,-79.67568312,-75.93547809,-78.74920071,-76.00947237,-67.43005091,-72.75069724,-62.73061863,-69.93339951,-65.9273007,-73.69762341
14.5,0,-77.53156527,-77.19319084,-71.90724134,-78.14434568,-76.38661611,-78.01932534,-77.46922769,-78.03907968,-75.57484355,-70.46700477,-67.26221839,-65.78204645
14.5,0.5,-77.84914948,-77.19347373,-71.90724134,-78.13376475,-76.38700595,-78.01932534,-77.46922769,-78.03907968,-75.57484355,-71.07922854,-67.26221839,-66.16035792
5,1,-78.79097062,-62.03194404,-72.11419683,-76.62562135,-78.13991159,-81.65978123,-86.83139346,-78.31801119,-81.76063097,-75.46817117,-67.73416019,-79.8410666
5,1.5,-78.69665346,-60.55620712,-72.37249845,-75.74514431,-77.91685091,-80.84773925,-86.51298514,-78.47301331,-82.69061809,-75.35651404,-66.48126939,-76.24336371
17,12,-72.43821843,-76.60319838,-80.45730453,-77.56459546,-81.4310644,-79.7236588,-71.49593445,-73.54541539,-67.71682392,-72.2522089,-67.32350628,-76.27586071
17,12.5,-78.77052949,-78.67918594,-77.28413716,-75.68802366,-80.94205102,-77.65276952,-70.94610908,-71.51116209,-68.94602585,-73.6575177,-72.10591532,-74.60519539
9,8.5,-67.02571034,-69.39771777,-71.68336819,-73.55789192,-74.65097453,-67.91371934,-80.70387754,-72.50940038,-70.81650818,-79.07442527,-69.82189,-71.91801619
9,8,-72.1967074,-69.69483547,-71.68038736,-70.55020097,-76.48455803,-70.93179169,-86.16692266,-73.54710449,-72.5986103,-75.66104576,-69.89871523,-71.29848969
15.5,1,-80.29226074,-75.78159416,-73.44506224,-78.84880851,-75.89280275,-78.34790636,-77.97721527,-79.45112247,-76.05699534,-75.53271506,-64.63571223,-68.77907428
15.5,1.5,-80.19551058,-74.3752771,-73.80117182,-81.20076352,-76.59345719,-78.55153717,-80.07655252,-80.60351147,-75.38655773,-74.35205232,-63.94097779,-68.24452718
6,2,-76.21465245,-57.99988936,-71.61815731,-75.08760007,-78.9550122,-78.09709115,-86.70104934,-78.97420842,-80.6257736,-74.41981596,-67.33553688,-68.98435402
6,2.5,-76.14096407,-57.99961387,-71.61815731,-75.41932873,-79.02382213,-77.90967757,-86.93559372,-78.74915428,-80.31485211,-74.00569849,-67.48186185,-68.79594632
18.5,6,-83.47300399,-80.61179697,-79.54067506,-79.4150578,-78.90669754,-79.61044852,-79.16504645,-78.14604929,-74.78062291,-72.20326951,-52.74833943,-71.70179996
18.5,6.5,-84.36959781,-81.77852468,-80.95228615,-77.08009354,-79.04999471,-80.05787092,-79.09395233,-80.31408805,-74.54445721,-73.31557823,-51.61740331,-72.57995838
12,18,-84.77097899,-87.29929001,-75.78165251,-66.91299899,-75.83031979,-75.54859512,-76.79844144,-55.64786557,-80.05779711,-83.90427301,-73.29641148,-83.35787488
2,4,-69.21378665,-66.41767005,-65.35439766,-73.74301055,-76.14577167,-78.71036853,-85.75148261,-81.63867403,-78.29967152,-76.76852345,-72.46384092,-75.52848828
2,4.5,-69.21378665,-66.41767005,-65.03900674,-74.03229374,-75.87553937,-78.71036853,-85.71177504,-81.63867403,-78.29967152,-76.68859365,-72.18768318,-75.52848828
10.5,7,-75.99879154,-71.38936724,-72.76972822,-71.99123044,-77.9274519,-75.26926619,-80.05618375,-77.18067967,-71.32830913,-71.00028125,-66.99580356,-69.28870671
10.5,7.5,-73.58298454,-71.05465162,-72.76238758,-73.2905417,-76.92909028,-73.69091778,-77.72464813,-76.54422992,-70.3132365,-72.69570988,-66.99150287,-69.62944278
2.5,3,-69.72627736,-66.86039134,-67.03436584,-75.25538454,-73.04631232,-78.38597373,-89.51934124,-80.07113879,-79.19390661,-76.80359721,-72.42133695,-74.14798051
1,8.5,-70.50964931,-72.30641087,-64.44286173,-70.06870885,-70.78721577,-74.01192057,-84.17018418,-78.65759888,-77.29293944,-81.90318851,-70.46692287,-76.3912783
2.5,3.5,-68.96277752,-66.34449283,-65.40852586,-75.45353834,-72.83413508,-78.40887303,-87.39941318,-80.64393091,-79.07761062,-75.86660775,-72.25222147,-74.61178815
1,8,-69.24166589,-72.71080711,-62.45348762,-69.83263332,-69.7135534,-73.25181005,-84.53769369,-77.72814786,-75.70462732,-80.71866484,-75.10268628,-77.20794521
3.5,4,-67.57579804,-65.39878701,-67.5525823,-76.46611398,-73.56115303,-79.28239709,-83.1460596,-80.43051635,-78.74158084,-75.06620899,-70.77995284,-75.97907463
3.5,4.5,-67.57636881,-65.10687953,-67.49006754,-76.3835106,-73.56115303,-79.28239709,-83.1460596,-80.43051635,-78.74158084,-75.06620899,-70.77995284,-75.97907463
